iter	Logloss
245	0.1198229872
246	0.1198103678
247	0.1197936555
248	0.1197421671
249	0.1197198968
250	0.1196961889
251	0.1196595765
252	0.1196394606
253	0.1196165842
254	0.1195957529
255	0.1195756577
256	0.1195537146
257	0.1195300101
258	0.119505506
259	0.1194835602
260	0.1194595839
261	0.1194402882
262	0.1194197793
263	0.1193975419
264	0.1193804073
265	0.119348259
266	0.119325653
267	0.1193043109
268	0.1192883969
269	0.1192680554
270	0.1192484501
271	0.1192070611
272	0.1191657475
273	0.1191472478
274	0.1191261402
275	0.1191014286
276	0.1190811117
277	0.1190626568
278	0.1190454731
279	0.1190262588
280	0.1190073232
281	0.1189899743
282	0.1189622592
283	0.1189352895
284	0.1189178431
285	0.1189023694
286	0.1188868134
287	0.1188713853
288	0.1188544248
289	0.1188371893
290	0.1188174688
291	0.1187963044
292	0.1187813576
293	0.1187644979
294	0.1187470494
295	0.1187305018
296	0.118712277
297	0.1187001961
298	0.1186766454
299	0.1186639135
300	0.1186449716
301	0.1186267709
302	0.1186038538
303	0.1185642597
304	0.1185423966
305	0.1185267968
306	0.1185035207
307	0.1184783036
308	0.1184639499
309	0.1184481899
310	0.1184302731
311	0.1184111568
312	0.1183938169
313	0.1183758516
314	0.1183581518
315	0.1183400286
316	0.1183233209
317	0.1183069711
318	0.1182870632
319	0.1182714224
320	0.1182570073
321	0.1182398785
322	0.1182060378
323	0.1181886492
324	0.1181696781
325	0.1181523884
326	0.1181322761
327	0.1181152898
328	0.1180946621
329	0.1180789218
330	0.1180488097
331	0.1180329978
332	0.1180127226
333	0.1179916735
334	0.1179786497
335	0.1179671227
336	0.1179341049
337	0.1179141572
338	0.1178962655
339	0.1178828219
340	0.1178667891
341	0.117851864
342	0.117828883
343	0.1178074219
344	0.1177911508
345	0.1177768165
346	0.1177632064
347	0.1177466744
348	0.1177306768
349	0.1177140767
350	0.1176957259
351	0.1176789272
352	0.1176599531
353	0.117641897
354	0.1176265678
355	0.1176092236
356	0.1175783051
357	0.1175573436
358	0.1175425294
359	0.1175265789
360	0.1175112896
361	0.1174961466
362	0.1174805695
363	0.117464945
364	0.1174413349
365	0.1174207267
366	0.1173946107
367	0.1173820711
368	0.117366081
369	0.1173524326
370	0.1173353025
371	0.117315159
372	0.1172946657
373	0.117268561
374	0.1172487481
375	0.1172355484
376	0.1172246308
377	0.1172011055
378	0.1171859434
379	0.1171724564
380	0.1171557218
381	0.1171429314
382	0.1171333052
383	0.1171241903
384	0.1171082941
385	0.1170869418
386	0.1170687344
387	0.1170527226
388	0.1170373612
389	0.117017658
390	0.1170050402
391	0.1169913621
392	0.1169760195
393	0.1169587681
394	0.1169379341
395	0.1169151908
396	0.116901462
397	0.1168885265
398	0.1168689561
399	0.1168543866
400	0.1168414093
401	0.1168264824
402	0.1168156842
403	0.1167983124
404	0.1167846177
405	0.1167698917
406	0.1167574522
407	0.1167408212
408	0.1167281416
409	0.1167017523
410	0.1166791221
411	0.1166672596
412	0.1166517634
413	0.116627106
414	0.1166119233
415	0.116597395
416	0.1165842839
417	0.1165671445
418	0.116552211
419	0.1165364604
420	0.1165213023
421	0.1165045151
422	0.1164841898
423	0.116463656
424	0.1164469296
425	0.1164324069
426	0.1164128268
427	0.1163939559
428	0.1163775301
429	0.1163630149
430	0.1163407845
431	0.1163278584
432	0.1163116276
433	0.1162971582
434	0.1162844071
435	0.1162681205
436	0.1162521724
437	0.1162397869
438	0.1162220574
439	0.1162134029
440	0.1161973354
441	0.1161867858
442	0.1161761512
443	0.1161650651
444	0.1161456466
445	0.1161272886
446	0.1161102821
447	0.1160927999
448	0.1160729813
449	0.1160523224
450	0.1160394797
451	0.1160264496
452	0.1160162981
453	0.1160014822
454	0.1159893363
455	0.115971327
456	0.1159553002
457	0.1159403264
458	0.1159228943
459	0.1159087874
460	0.1158945615
461	0.1158729897
462	0.1158580836
463	0.1158458897
464	0.1158298025
465	0.1158182011
466	0.1158041148
467	0.115786241
468	0.1157748114
469	0.1157610724
470	0.1157462004
471	0.1157308504
472	0.1157170978
473	0.1157037117
474	0.1156890606
475	0.1156745844
476	0.1156637669
477	0.1156546133
478	0.1156409165
479	0.1156230075
480	0.115607002
481	0.11559453
482	0.1155823806
483	0.1155652287
484	0.1155474457
485	0.1155301669
486	0.1155195037
487	0.1155015702
488	0.1154858387
489	0.1154674228
490	0.1154524057
491	0.1154359783
492	0.1154207707
493	0.1154032016
494	0.1153898103
495	0.1153753338
496	0.1153655408
497	0.1153489497
498	0.1153354775
499	0.11532288
500	0.1153043993
501	0.115291859
502	0.1152776373
503	0.1152638444
504	0.1152503437
505	0.1152368371
506	0.115226062
507	0.1152140965
508	0.115197762
509	0.1151848206
510	0.1151703944
511	0.1151564656
512	0.1151408275
513	0.1151278852
514	0.1151144726
515	0.115102707
516	0.1150875545
517	0.1150730801
518	0.1150583478
519	0.1150459344
520	0.1150359732
521	0.1150225346
522	0.1150091381
523	0.1149971362
524	0.1149853726
525	0.1149698126
526	0.1149493993
527	0.1149359779
528	0.114922108
529	0.1149125185
530	0.1149018958
531	0.1148875147
532	0.1148770125
533	0.1148650141
534	0.1148555651
535	0.1148406529
536	0.1148278487
537	0.1148153709
538	0.1147938559
539	0.1147776291
540	0.1147665577
541	0.114750208
542	0.1147368168
543	0.1147237779
544	0.1147104548
545	0.1147030768
546	0.1146892766
547	0.1146734974
548	0.1146586113
549	0.1146477788
550	0.1146380658
551	0.1146247313
552	0.1146114387
553	0.1145974596
554	0.114580381
555	0.1145672553
556	0.1145528158
557	0.1145426429
558	0.1145324289
559	0.114520647
560	0.1145054924
561	0.1144941443
562	0.1144834578
563	0.1144710032
564	0.1144579325
565	0.1144455263
566	0.1144325117
567	0.1144237415
568	0.1144103573
569	0.1143969115
570	0.1143855814
571	0.1143734378
572	0.1143632966
573	0.1143535624
574	0.1143439369
575	0.1143295267
576	0.1143171709
577	0.1143053568
578	0.1142926008
579	0.1142770731
580	0.1142633047
581	0.1142517864
582	0.1142407107
583	0.114228799
584	0.1142130892
585	0.1142023034
586	0.1141907993
587	0.1141788983
588	0.1141706118
589	0.1141607767
590	0.1141496234
591	0.1141386094
592	0.1141252012
593	0.1141150346
594	0.114105891
595	0.1140940308
596	0.1140815525
597	0.1140709038
598	0.1140618396
599	0.1140502915
600	0.1140387218
601	0.1140285813
602	0.1140202865
603	0.1140093539
604	0.1139936936
605	0.1139811922
606	0.1139709652
607	0.1139639121
608	0.113952595
609	0.1139384355
610	0.1139200282
611	0.113910867
612	0.113900129
613	0.1138881236
614	0.1138780745
615	0.1138663905
616	0.113851497
617	0.1138404791
618	0.1138242961
619	0.1138015415
620	0.1137891729
621	0.1137811997
622	0.1137686239
623	0.1137548627
624	0.1137451236
625	0.1137340096
626	0.1137239007
627	0.1137102504
628	0.1136967585
629	0.1136845186
630	0.1136772863
631	0.1136650759
632	0.113653474
633	0.1136422948
634	0.1136333646
635	0.1136232958
636	0.1136117988
637	0.1135999886
638	0.1135865457
639	0.1135748093
640	0.1135629923
641	0.1135556212
642	0.1135395977
643	0.1135286562
644	0.1135173012
645	0.1135075612
646	0.1134952851
647	0.1134843233
648	0.1134757224
649	0.1134636831
650	0.1134459936
651	0.1134351792
652	0.1134139963
653	0.1134026759
654	0.1133928326
655	0.1133794845
656	0.1133677609
657	0.1133551757
658	0.1133438928
659	0.1133302977
660	0.1133197829
661	0.1133070153
662	0.113299201
663	0.1132876209
664	0.1132700521
665	0.1132593179
666	0.1132487401
667	0.1132397066
668	0.1132302084
669	0.1132221245
670	0.1132119518
671	0.1132028033
672	0.1131916345
673	0.1131638623
674	0.1131536642
675	0.1131416025
676	0.1131307578
677	0.1131198855
678	0.1131085482
679	0.1130923103
680	0.113081913
681	0.1130727059
682	0.1130638281
683	0.1130522391
684	0.1130423535
685	0.1130322907
686	0.1130212327
687	0.1130086174
688	0.1129981142
689	0.1129859517
690	0.1129744801
691	0.1129647236
692	0.1129561048
693	0.11294351
694	0.1129305299
695	0.1129209684
696	0.112906795
697	0.1128958888
698	0.1128846176
699	0.1128744345
700	0.1128636495
701	0.1128540963
702	0.1128435258
703	0.1128317586
704	0.112825379
705	0.1128155144
706	0.1128063685
707	0.1127960887
708	0.1127871792
709	0.1127759021
710	0.1127667979
711	0.1127494856
712	0.1127373912
713	0.1127196075
714	0.1127084894
715	0.1127003638
716	0.1126909523
717	0.1126751113
718	0.112663295
719	0.1126549286
720	0.1126434613
721	0.1126326244
722	0.1126213365
723	0.1126130883
724	0.112602874
725	0.1125952645
726	0.1125867539
727	0.1125769164
728	0.1125677954
729	0.1125576198
730	0.1125484238
731	0.1125388312
732	0.1125267033
733	0.1125159408
734	0.1125047702
735	0.1124937236
736	0.1124859344
737	0.1124777248
738	0.1124685927
739	0.1124600099
740	0.112449315
741	0.1124405315
742	0.1124308708
743	0.112419977
744	0.1124074114
745	0.1123994969
746	0.112391516
747	0.1123779096
748	0.1123674996
749	0.1123600436
750	0.1123521045
751	0.1123439196
752	0.1123353806
753	0.1123253735
754	0.1123155439
755	0.1123064499
756	0.112298032
757	0.11229094
758	0.1122825514
759	0.1122659117
760	0.1122548126
761	0.1122433726
762	0.1122314306
763	0.1122186705
764	0.1122083658
765	0.1122007092
766	0.112191869
767	0.1121840989
768	0.1121748407
769	0.1121653232
770	0.1121558851
771	0.1121456194
772	0.1121359012
773	0.1121275296
774	0.1121180813
775	0.1121097097
776	0.1121025907
777	0.1120921118
778	0.1120821416
779	0.1120704652
780	0.112063285
781	0.1120511372
782	0.112039317
783	0.1120272765
784	0.1120127058
785	0.1120032256
786	0.111990733
787	0.1119811549
788	0.1119718263
789	0.1119624694
790	0.1119505054
791	0.1119396233
792	0.1119325813
793	0.1119218762
794	0.1119145706
795	0.1119016191
796	0.111892458
797	0.1118811562
798	0.1118713549
799	0.1118620541
800	0.1118517355
801	0.1118410776
802	0.1118271286
803	0.1118156944
804	0.1118041584
805	0.11179487
806	0.1117830356
807	0.1117746462
808	0.1117642879
809	0.1117552567
810	0.1117486997
811	0.1117416451
812	0.1117320067
813	0.1117230756
814	0.111717197
815	0.1117060254
816	0.1116985339
817	0.1116906496
818	0.1116832617
819	0.1116692192
820	0.1116626107
821	0.1116519303
822	0.1116430053
823	0.1116354263
824	0.1116282825
825	0.1116197277
826	0.1116118971
827	0.1116042693
828	0.1115940685
829	0.111588115
830	0.1115779465
831	0.1115700839
832	0.1115615909
833	0.1115532453
834	0.1115439119
835	0.1115343734
836	0.1115266943
837	0.1115209342
838	0.1115114279
839	0.1114983671
840	0.1114847229
841	0.1114742131
842	0.1114662158
843	0.1114556348
844	0.1114468401
845	0.1114365826
846	0.1114279271
847	0.1114202127
848	0.1114117734
849	0.1113994578
850	0.1113919634
851	0.1113837242
852	0.111373908
853	0.1113608005
854	0.111347363
855	0.1113374037
856	0.1113282734
857	0.1113196275
858	0.1113121002
859	0.1113010728
860	0.1112914702
861	0.111285976
862	0.1112774551
863	0.1112692326
864	0.1112544307
865	0.1112466985
866	0.1112349082
867	0.1112276324
868	0.1112184238
869	0.1112102175
870	0.1111957638
871	0.1111877678
872	0.1111732268
873	0.1111634929
874	0.1111558638
875	0.1111480235
876	0.1111363301
877	0.1111257887
878	0.1111159648
879	0.1111062085
880	0.1110978131
881	0.1110888545
882	0.1110810479
883	0.1110737051
884	0.1110661733
885	0.1110591458
886	0.1110489948
887	0.1110403032
888	0.1110305871
889	0.1110181491
890	0.1110099784
891	0.1110023413
892	0.1109930428
893	0.1109864089
894	0.1109800482
895	0.1109724095
896	0.1109619474
897	0.1109495649
898	0.1109397707
899	0.1109329966
900	0.1109256668
901	0.1109146952
902	0.1109080264
903	0.1108976549
904	0.1108884803
905	0.1108809208
906	0.1108725329
907	0.1108647136
908	0.1108582601
909	0.1108516606
910	0.1108461414
911	0.1108379436
912	0.1108321184
913	0.1108226923
914	0.1108141103
915	0.1108050122
916	0.1107984077
917	0.1107906923
918	0.110784161
919	0.1107742434
920	0.1107643511
921	0.1107566346
922	0.1107466241
923	0.1107345318
924	0.110725884
925	0.1107170837
926	0.1107092352
927	0.1107003098
928	0.1106916123
929	0.1106824439
930	0.110673148
931	0.1106637412
932	0.1106509457
933	0.1106445642
934	0.1106367018
935	0.1106302624
936	0.1106230155
937	0.1106151616
938	0.1106066623
939	0.1105955838
940	0.1105865276
941	0.1105785392
942	0.1105732501
943	0.1105630221
944	0.1105562289
945	0.1105483739
946	0.1105411256
947	0.1105340452
948	0.1105274024
949	0.1105198285
950	0.1105143869
951	0.1105063776
952	0.1104983004
953	0.1104907636
954	0.1104850948
955	0.1104775958
956	0.1104714642
957	0.110465529
958	0.110458139
959	0.1104474787
960	0.1104384946
961	0.1104289141
962	0.1104186889
963	0.110407691
964	0.110397273
965	0.1103907383
966	0.1103828716
967	0.1103775653
968	0.1103680853
969	0.1103628545
970	0.1103548522
971	0.1103476559
972	0.1103398459
973	0.1103334226
974	0.1103223072
975	0.1103145201
976	0.110306618
977	0.1102937504
978	0.1102865519
979	0.1102806355
980	0.1102710495
981	0.110262976
982	0.1102561834
983	0.1102461417
984	0.110237832
985	0.1102288581
986	0.110221965
987	0.1102143491
988	0.1102080601
989	0.1102000816
990	0.1101910382
991	0.1101822942
992	0.1101765283
993	0.1101688832
994	0.1101586789
995	0.1101501684
996	0.1101428536
997	0.1101362582
998	0.1101302019
999	0.1101244765
1000	0.1101146439
1001	0.1101082913
1002	0.1101010163
1003	0.1100945041
1004	0.1100864731
1005	0.1100764681
1006	0.1100663947
1007	0.1100569303
1008	0.1100470721
1009	0.1100393801
1010	0.1100320911
1011	0.1100214969
1012	0.1100127581
1013	0.1100029397
1014	0.1099955059
1015	0.1099876584
1016	0.1099818422
1017	0.1099734064
1018	0.1099638974
1019	0.1099535226
1020	0.1099456568
1021	0.109938401
1022	0.1099298858
1023	0.1099224599
1024	0.1099150357
1025	0.109907124
1026	0.1099019181
1027	0.1098957308
1028	0.1098897155
1029	0.1098827979
1030	0.1098722981
1031	0.1098623154
1032	0.1098531556
1033	0.1098452358
1034	0.1098359527
1035	0.109827691
1036	0.1098168586
1037	0.109805338
1038	0.1097956458
1039	0.1097911837
1040	0.1097833153
1041	0.1097773333
1042	0.1097699865
1043	0.1097600993
1044	0.1097518365
1045	0.1097419208
1046	0.1097357695
1047	0.1097258158
1048	0.1097172474
1049	0.1097103203
1050	0.1097026139
1051	0.1096954322
1052	0.1096890009
1053	0.1096801767
1054	0.1096752091
1055	0.1096686394
1056	0.1096636064
1057	0.1096576119
1058	0.1096500881
1059	0.1096398718
1060	0.1096313182
1061	0.1096254334
1062	0.1096198415
1063	0.1096115028
1064	0.10959508
1065	0.1095866463
1066	0.1095795141
1067	0.1095742214
1068	0.1095672818
1069	0.1095588738
1070	0.1095500688
1071	0.1095442036
1072	0.1095374016
1073	0.109532377
1074	0.1095253419
1075	0.1095179673
1076	0.1095110879
1077	0.109505062
1078	0.1094965078
1079	0.1094874486
1080	0.109473817
1081	0.1094668461
1082	0.1094578947
1083	0.1094527115
1084	0.1094468949
1085	0.1094383768
1086	0.1094313847
1087	0.1094235241
1088	0.1094159605
1089	0.1094057435
1090	0.1093921
1091	0.1093812138
1092	0.1093747645
1093	0.109370147
1094	0.1093645759
1095	0.1093580299
1096	0.1093509516
1097	0.1093438766
1098	0.109335307
1099	0.1093264083
1100	0.1093223187
1101	0.1093138807
1102	0.109306866
1103	0.109301502
1104	0.1092934345
1105	0.1092880723
1106	0.1092805171
1107	0.1092733653
1108	0.1092667633
1109	0.1092545596
1110	0.1092465278
1111	0.1092379624
1112	0.1092293211
1113	0.1092234285
1114	0.1092180483
1115	0.1092075474
1116	0.1092022395
1117	0.1091943153
1118	0.1091854879
1119	0.1091787043
1120	0.1091685607
1121	0.109161925
1122	0.109152531
1123	0.109145342
1124	0.1091364044
1125	0.1091321196
1126	0.1091247748
1127	0.1091181899
1128	0.1091117312
1129	0.1091022065
1130	0.1090951867
1131	0.1090818649
1132	0.1090747806
1133	0.1090631306
1134	0.1090571212
1135	0.1090525389
1136	0.1090480171
1137	0.10903944
1138	0.1090336298
1139	0.1090257067
1140	0.1090168296
1141	0.1090081056
1142	0.1089992771
1143	0.1089924172
1144	0.108982919
1145	0.1089722467
1146	0.108965405
1147	0.108957614
1148	0.1089506338
1149	0.1089441889
1150	0.1089372115
1151	0.1089307702
1152	0.1089223635
1153	0.1089132681
1154	0.10890796
1155	0.1089002283
1156	0.1088924911
1157	0.1088868551
1158	0.1088820135
1159	0.1088747082
1160	0.1088685695
1161	0.108864029
1162	0.1088583706
1163	0.1088514658
1164	0.1088464105
1165	0.1088380802
1166	0.1088301654
1167	0.1088239114
1168	0.1088179554
1169	0.1088133357
1170	0.1088057192
1171	0.1087996476
1172	0.108792975
1173	0.1087861459
1174	0.1087813044
1175	0.1087762823
1176	0.1087708677
1177	0.1087635228
1178	0.1087516206
1179	0.1087464098
1180	0.1087377848
1181	0.1087312803
1182	0.1087245462
1183	0.1087176731
1184	0.1087106472
1185	0.1087019934
1186	0.1086938446
1187	0.1086863796
1188	0.108678925
1189	0.1086713909
1190	0.1086628509
1191	0.1086555916
1192	0.1086472239
1193	0.108642851
1194	0.1086313346
1195	0.108623577
1196	0.1086155636
1197	0.1086081837
1198	0.1086019552
1199	0.1085965222
1200	0.1085916388
1201	0.1085872038
1202	0.1085807777
1203	0.1085758781
1204	0.1085709906
1205	0.1085623812
1206	0.1085570742
1207	0.1085472603
1208	0.108541057
1209	0.1085322688
1210	0.1085221025
1211	0.1085134519
1212	0.1085058163
1213	0.1084977694
1214	0.1084930537
1215	0.1084854682
1216	0.1084766979
1217	0.108470747
1218	0.1084639467
1219	0.1084559368
1220	0.1084499991
1221	0.1084445765
1222	0.1084358006
1223	0.1084282699
1224	0.1084226771
1225	0.1084127584
1226	0.1084061345
1227	0.1083990516
1228	0.1083940012
1229	0.1083873668
1230	0.1083825961
1231	0.1083764112
1232	0.1083694561
1233	0.1083637571
1234	0.1083549362
1235	0.1083491878
1236	0.108341311
1237	0.1083352862
1238	0.108327783
1239	0.1083199767
1240	0.1083150245
1241	0.1083089366
1242	0.1083024211
1243	0.1082953664
1244	0.1082888756
1245	0.1082796464
1246	0.1082721152
1247	0.1082678245
1248	0.1082621618
1249	0.1082573357
1250	0.1082509245
1251	0.1082454859
1252	0.1082411708
1253	0.1082349147
1254	0.1082244226
1255	0.1082179811
1256	0.1082149114
1257	0.1082043954
1258	0.1081959327
1259	0.1081893836
1260	0.1081794731
1261	0.108172932
1262	0.1081678132
1263	0.1081595246
1264	0.1081534735
1265	0.1081413909
1266	0.1081326982
1267	0.1081264409
1268	0.1081210515
1269	0.1081146804
1270	0.1081081519
1271	0.1081018002
1272	0.1080957404
1273	0.1080902813
1274	0.1080835982
1275	0.1080787908
1276	0.1080721986
1277	0.1080645844
1278	0.108056718
1279	0.1080478132
1280	0.108043577
1281	0.1080367563
1282	0.1080304247
1283	0.1080245642
1284	0.1080179877
1285	0.1080096118
1286	0.1080032537
1287	0.107994111
1288	0.1079860266
1289	0.1079807203
1290	0.1079741411
1291	0.1079671261
1292	0.1079608183
1293	0.1079551366
1294	0.107948301
1295	0.1079435894
1296	0.1079389016
1297	0.1079330536
1298	0.1079265809
1299	0.107920156
1300	0.1079154868
1301	0.1079098773
1302	0.1079025037
1303	0.1078960558
1304	0.1078884218
1305	0.1078825895
1306	0.1078777632
1307	0.1078736213
1308	0.1078690505
1309	0.1078636896
1310	0.1078554064
1311	0.1078503523
1312	0.1078453691
1313	0.1078401112
1314	0.107834632
1315	0.1078257359
1316	0.1078202319
1317	0.1078143514
1318	0.1078100393
1319	0.1078038878
1320	0.1077980492
1321	0.107787178
1322	0.1077807688
1323	0.1077750034
1324	0.1077684786
1325	0.1077605461
1326	0.107754046
1327	0.1077479519
1328	0.1077423475
1329	0.1077345768
1330	0.1077288432
1331	0.107723948
1332	0.1077177029
1333	0.1077106009
1334	0.1077030711
1335	0.1076977353
1336	0.1076894267
1337	0.107682933
1338	0.1076766892
1339	0.1076698275
1340	0.1076595859
1341	0.1076531962
1342	0.107647976
1343	0.107643561
1344	0.1076384099
1345	0.1076337899
1346	0.1076266087
1347	0.1076193595
1348	0.1076150622
1349	0.1076093438
1350	0.1076033732
1351	0.1075974083
1352	0.1075910063
1353	0.107586715
1354	0.1075784579
1355	0.1075721776
1356	0.1075679176
1357	0.1075600252
1358	0.1075536864
1359	0.107547872
1360	0.1075440499
1361	0.1075366158
1362	0.1075298826
1363	0.1075240143
1364	0.1075180197
1365	0.1075118951
1366	0.1075051158
1367	0.1074985752
1368	0.1074925261
1369	0.1074869426
1370	0.1074802656
1371	0.1074726027
1372	0.1074670974
1373	0.1074586621
1374	0.10745109
1375	0.1074428447
1376	0.1074376138
1377	0.1074305343
1378	0.1074240633
1379	0.1074175266
1380	0.1074116355
1381	0.1074074977
1382	0.1074021445
1383	0.1073966801
1384	0.1073903193
1385	0.1073849329
1386	0.1073804004
1387	0.10737038
1388	0.1073637369
1389	0.1073562066
1390	0.107349666
1391	0.1073441196
1392	0.1073367334
1393	0.1073293399
1394	0.1073205092
1395	0.1073152666
1396	0.107307877
1397	0.1073023547
1398	0.1072948871
1399	0.1072880834
1400	0.107279705
1401	0.1072707406
1402	0.1072658367
1403	0.1072598827
1404	0.1072539365
1405	0.1072475294
1406	0.1072440792
1407	0.1072389911
1408	0.1072333394
1409	0.1072267291
1410	0.1072205033
1411	0.1072135077
1412	0.1072081464
1413	0.1072023073
1414	0.1071956623
1415	0.1071904983
1416	0.1071862332
1417	0.1071792155
1418	0.1071740766
1419	0.1071661594
1420	0.1071610129
1421	0.1071535116
1422	0.107149895
1423	0.1071423587
1424	0.1071369021
1425	0.10713129
1426	0.1071247283
1427	0.1071175992
1428	0.1071082757
1429	0.107097392
1430	0.1070913951
1431	0.1070844188
1432	0.1070809804
1433	0.1070754426
1434	0.1070683456
1435	0.107062833
1436	0.1070586246
1437	0.1070531697
1438	0.1070469563
1439	0.1070427569
1440	0.1070371537
1441	0.1070329923
1442	0.1070297306
1443	0.1070219958
1444	0.1070135655
1445	0.1070036061
1446	0.1069977771
1447	0.1069926292
1448	0.1069853342
1449	0.1069803779
1450	0.1069729825
1451	0.1069659975
1452	0.1069593783
1453	0.1069530998
1454	0.1069468285
1455	0.1069434389
1456	0.106938281
1457	0.1069329208
1458	0.1069265752
1459	0.1069173157
1460	0.1069110087
1461	0.1069040618
1462	0.1068979645
1463	0.1068925919
1464	0.1068855127
1465	0.1068776084
1466	0.1068735496
1467	0.1068665468
1468	0.1068588891
1469	0.1068486909
1470	0.1068420517
1471	0.1068347975
1472	0.1068302033
1473	0.1068222277
1474	0.1068154167
1475	0.106808622
1476	0.1068033379
1477	0.1067972821
1478	0.1067906302
1479	0.1067828183
1480	0.1067792428
1481	0.1067710113
1482	0.1067648853
1483	0.1067582692
1484	0.1067543046
1485	0.1067481794
1486	0.1067385806
1487	0.1067326537
1488	0.1067237727
1489	0.1067187532
1490	0.106713334
1491	0.1067055005
1492	0.1067006061
1493	0.1066938767
1494	0.1066889347
1495	0.1066825773
1496	0.1066779716
1497	0.1066730949
1498	0.1066661473
1499	0.1066614223
1500	0.1066554718
1501	0.1066485017
1502	0.1066413066
1503	0.1066353054
1504	0.1066308669
1505	0.1066260321
1506	0.106621584
1507	0.1066124177
1508	0.1066041468
1509	0.1065997128
1510	0.1065942866
1511	0.1065887607
1512	0.1065839305
1513	0.1065791645
