iter	Passed	Remaining
1624	357836	743199
1625	358058	742983
1626	358296	742798
1627	358519	742584
1628	358728	742340
1629	358947	742118
1630	359153	741868
1631	359363	741627
1632	359581	741403
1633	359808	741197
1634	360019	740956
1635	360252	740764
1636	360468	740535
1637	360682	740302
1638	360910	740096
1639	361139	739894
1640	361347	739650
1641	361579	739453
1642	361788	739211
1643	362032	739040
1644	362235	738784
1645	362448	738549
1646	362664	738320
1647	362936	738205
1648	363164	738000
1649	363377	737766
1650	363591	737533
1651	363802	737294
1652	364022	737073
1653	364245	736859
1654	364475	736659
1655	364704	736456
1656	364910	736207
1657	365122	735970
1658	365349	735763
1659	365575	735554
1660	365802	735348
1661	366003	735090
1662	366214	734851
1663	366431	734623
1664	366640	734382
1665	366877	734195
1666	367105	733991
1667	367313	733745
1668	367525	733509
1669	367738	733275
1670	367955	733047
1671	368186	732849
1672	368407	732630
1673	368633	732422
1674	368841	732178
1675	369055	731945
1676	369282	731739
1677	369495	731503
1678	369718	731288
1679	369928	731050
1680	370162	730856
1681	370383	730637
1682	370622	730454
1683	370838	730226
1684	371051	729991
1685	371265	729759
1686	371497	729562
1687	371753	729411
1688	371975	729195
1689	372205	728994
1690	372419	728761
1691	372634	728531
1692	372857	728316
1693	373076	728092
1694	373310	727901
1695	373525	727670
1696	373750	727459
1697	373975	727248
1698	374185	727007
1699	374387	726751
1700	374615	726546
1701	374831	726318
1702	375046	726088
1703	375281	725895
1704	375516	725705
1705	375728	725468
1706	375944	725240
1707	376161	725013
1708	376392	724813
1709	376602	724574
1710	376823	724355
1711	377029	724107
1712	377237	723863
1713	377455	723640
1714	377681	723431
1715	377893	723195
1716	378095	722939
1717	378305	722699
1718	378506	722443
1719	378738	722245
1720	378963	722035
1721	379220	721884
1722	379432	721647
1723	379652	721427
1724	379871	721205
1725	380121	721041
1726	380339	720817
1727	380553	720585
1728	380779	720375
1729	381000	720156
1730	381232	719958
1731	381436	719707
1732	381662	719499
1733	381862	719240
1734	382085	719025
1735	382310	718814
1736	382523	718579
1737	382752	718376
1738	382979	718169
1739	383192	717936
1740	383402	717696
1741	383629	717489
1742	383834	717240
1743	384062	717034
1744	384282	716814
1745	384488	716567
1746	384716	716360
1747	384933	716135
1748	385137	715885
1749	385364	715677
1750	385574	715438
1751	385797	715223
1752	386015	714998
1753	386245	714796
1754	386469	714582
1755	386682	714349
1756	386900	714125
1757	387138	713937
1758	387367	713734
1759	387586	713511
1760	387802	713282
1761	388018	713056
1762	388226	712812
1763	388469	712635
1764	388690	712415
1765	388934	712238
1766	389166	712040
1767	389377	711804
1768	389626	711635
1769	389853	711427
1770	390057	711178
1771	390291	710982
1772	390505	710750
1773	390733	710543
1774	390933	710288
1775	391150	710061
1776	391357	709817
1777	391568	709580
1778	391782	709348
1779	392000	709124
1780	392209	708883
1781	392441	708685
1782	392659	708459
1783	392885	708251
1784	393111	708040
1785	393329	707816
1786	393536	707572
1787	393767	707371
1788	393975	707129
1789	394185	706891
1790	394406	706672
1791	394609	706420
1792	394823	706190
1793	395028	705943
1794	395230	705690
1795	395446	705463
1796	395665	705239
1797	395871	704994
1798	396079	704753
1799	396282	704502
1800	396520	704313
1801	396754	704117
1802	396972	703893
1803	397182	703655
1804	397398	703428
1805	397606	703187
1806	397834	702979
1807	398051	702754
1808	398269	702530
1809	398501	702331
1810	398707	702086
1811	398913	701841
1812	399149	701649
1813	399382	701451
1814	399597	701222
1815	399808	700986
1816	400013	700738
1817	400229	700511
1818	400454	700299
1819	400659	700052
1820	400888	699849
1821	401091	699599
1822	401294	699349
1823	401515	699129
1824	401734	698907
1825	401939	698661
1826	402159	698441
1827	402375	698214
1828	402586	697977
1829	402825	697791
1830	403041	697563
1831	403256	697334
1832	403468	697100
1833	403684	696872
1834	403918	696676
1835	404138	696455
1836	404354	696228
1837	404601	696056
1838	404825	695842
1839	405037	695608
1840	405272	695412
1841	405498	695202
1842	405718	694982
1843	405937	694761
1844	406160	694545
1845	406384	694332
1846	406611	694122
1847	406816	693877
1848	407024	693636
1849	407242	693412
1850	407493	693244
1851	407717	693032
1852	407949	692831
1853	408184	692636
1854	408426	692453
1855	408702	692328
1856	408962	692175
1857	409192	691970
1858	409436	691791
1859	409717	691673
1860	409983	691529
1861	410336	691533
1862	410605	691395
1863	410898	691297
1864	411137	691108
1865	411390	690941
1866	411624	690743
1867	411880	690582
1868	412102	690365
1869	412340	690174
1870	412576	689979
1871	412806	689775
1872	413039	689574
1873	413272	689375
1874	413493	689156
1875	413718	688942
1876	413952	688744
1877	414164	688509
1878	414385	688289
1879	414621	688094
1880	414834	687863
1881	415053	687638
1882	415267	687408
1883	415474	687165
1884	415706	686963
1885	415917	686726
1886	416126	686487
1887	416335	686247
1888	416569	686049
1889	416789	685827
1890	417052	685676
1891	417303	685506
1892	417535	685304
1893	417769	685106
1894	417992	684890
1895	418225	684690
1896	418448	684472
1897	418655	684229
1898	418910	684066
1899	419139	683859
1900	419366	683649
1901	419615	683474
1902	419839	683260
1903	420051	683024
1904	420276	682811
1905	420511	682613
1906	420730	682390
1907	420951	682171
1908	421191	681980
1909	421390	681726
1910	421605	681496
1911	421852	681319
1912	422108	681154
1913	422370	681000
1914	422594	680785
1915	422808	680553
1916	423017	680314
1917	423224	680071
1918	423437	679838
1919	423643	679595
1920	423853	679356
1921	424089	679161
1922	424322	678960
1923	424530	678719
1924	424747	678493
1925	424957	678254
1926	425173	678027
1927	425379	677783
1928	425605	677571
1929	425805	677317
1930	426034	677109
1931	426267	676909
1932	426486	676685
1933	426715	676478
1934	426938	676262
1935	427160	676043
1936	427382	675824
1937	427589	675582
1938	427794	675336
1939	428018	675122
1940	428260	674935
1941	428502	674748
1942	428718	674520
1943	428942	674304
1944	429166	674088
1945	429396	673884
1946	429633	673688
1947	429847	673457
1948	430064	673230
1949	430289	673017
1950	430524	672819
1951	430756	672615
1952	430970	672384
1953	431200	672178
1954	431424	671963
1955	431647	671745
1956	431857	671509
1957	432084	671298
1958	432316	671094
1959	432534	670870
1960	432763	670661
1961	432973	670425
1962	433191	670199
1963	433404	669967
1964	433621	669740
1965	433843	669522
1966	434061	669297
1967	434272	669061
1968	434493	668841
1969	434727	668642
1970	434943	668414
1971	435164	668193
1972	435386	667975
1973	435587	667723
1974	435813	667512
1975	436027	667281
1976	436244	667054
1977	436460	666827
1978	436686	666614
1979	436895	666375
1980	437105	666138
1981	437301	665880
1982	437505	665635
1983	437711	665391
1984	437946	665193
1985	438162	664964
1986	438370	664725
1987	438580	664489
1988	438810	664283
1989	439024	664051
1990	439243	663828
1991	439445	663580
1992	439661	663353
1993	439876	663124
1994	440092	662896
1995	440339	662715
1996	440581	662526
1997	440824	662339
1998	441045	662119
1999	441273	661909
2000	441489	661682
2001	441709	661461
2002	441944	661262
2003	442161	661036
2004	442392	660830
2005	442598	660588
2006	442848	660411
2007	443065	660185
2008	443290	659970
2009	443502	659738
2010	443715	659505
2011	443943	659296
2012	444161	659071
2013	444383	658852
2014	444616	658650
2015	444843	658438
2016	445043	658187
2017	445253	657951
2018	445461	657711
2019	445710	657533
2020	445949	657339
2021	446164	657111
2022	446404	656918
2023	446629	656703
2024	446844	656474
2025	447054	656239
2026	447261	655998
2027	447479	655774
2028	447698	655549
2029	447934	655352
2030	448157	655134
2031	448382	654920
2032	448608	654708
2033	448841	654506
2034	449077	654307
2035	449312	654107
2036	449531	653883
2037	449745	653653
2038	449960	653424
2039	450185	653210
2040	450421	653012
2041	450642	652791
2042	450873	652586
2043	451091	652361
2044	451300	652123
2045	451519	651900
2046	451751	651696
2047	451960	651459
2048	452170	651221
2049	452401	651016
2050	452611	650781
2051	452821	650544
2052	453035	650314
2053	453253	650090
2054	453482	649881
2055	453711	649672
2056	453935	649456
2057	454144	649219
2058	454379	649018
2059	454583	648774
2060	454788	648531
2061	455022	648329
2062	455283	648166
2063	455510	647954
2064	455734	647738
2065	455964	647530
2066	456240	647389
2067	456479	647194
2068	456747	647040
2069	457001	646867
2070	457294	646748
2071	457527	646544
2072	457783	646373
2073	458038	646201
2074	458309	646050
2075	458566	645880
2076	458822	645708
2077	459056	645506
2078	459298	645315
2079	459520	645095
2080	459736	644868
2081	459956	644646
2082	460171	644417
2083	460382	644182
2084	460610	643970
2085	460819	643732
2086	461020	643485
2087	461230	643249
2088	461438	643009
2089	461645	642769
2090	461893	642587
2091	462115	642366
2092	462317	642119
2093	462536	641895
2094	462754	641672
2095	462990	641471
2096	463218	641260
2097	463457	641065
2098	463687	640855
2099	463963	640711
2100	464234	640559
2101	464479	640371
2102	464708	640162
2103	464934	639948
2104	465156	639727
2105	465378	639508
2106	465600	639289
2107	465807	639048
2108	466048	638856
2109	466253	638613
2110	466466	638381
2111	466715	638197
2112	466925	637962
2113	467137	637728
2114	467355	637503
2115	467572	637277
2116	467798	637063
2117	468028	636854
2118	468236	636616
2119	468478	636424
2120	468688	636188
2121	468915	635974
2122	469145	635765
2123	469371	635551
2124	469594	635333
2125	469814	635110
2126	470041	634899
2127	470291	634716
2128	470536	634528
2129	470750	634297
2130	470993	634106
2131	471207	633875
2132	471454	633689
2133	471690	633488
2134	471908	633263
2135	472134	633049
2136	472355	632827
2137	472593	632630
2138	472830	632429
2139	473065	632227
2140	473289	632010
2141	473504	631781
2142	473719	631551
2143	473958	631355
2144	474172	631125
2145	474417	630934
2146	474642	630719
2147	474871	630508
2148	475115	630318
2149	475376	630150
2150	475653	630003
2151	475871	629777
2152	476083	629545
2153	476313	629334
2154	476517	629091
2155	476737	628869
2156	476954	628641
2157	477161	628403
2158	477367	628162
2159	477613	627972
2160	477816	627728
2161	478027	627494
2162	478236	627256
2163	478451	627027
2164	478670	626804
2165	478871	626557
2166	479075	626312
2167	479299	626095
2168	479516	625869
2169	479728	625637
2170	479958	625427
2171	480182	625209
2172	480392	624974
2173	480596	624731
2174	480805	624494
2175	481032	624280
2176	481253	624060
2177	481460	623820
2178	481669	623584
2179	481880	623350
2180	482087	623110
2181	482339	622930
2182	482554	622701
2183	482796	622506
2184	483029	622300
2185	483264	622097
2186	483497	621892
2187	483716	621669
2188	483939	621449
2189	484159	621227
2190	484368	620991
2191	484602	620785
2192	484835	620580
2193	485049	620350
2194	485279	620140
2195	485491	619908
2196	485718	619694
2197	485951	619488
2198	486165	619258
2199	486383	619032
2200	486601	618808
2201	486809	618570
2202	487047	618370
2203	487261	618141
2204	487485	617924
2205	487694	617687
2206	487899	617446
2207	488112	617215
2208	488360	617027
2209	488570	616792
2210	488780	616556
2211	488994	616327
2212	489211	616101
2213	489445	615896
2214	489651	615656
2215	489860	615420
2216	490095	615216
2217	490320	615001
2218	490533	614769
2219	490764	614561
2220	490979	614332
2221	491189	614097
2222	491404	613868
2223	491621	613643
2224	491858	613441
2225	492076	613217
2226	492275	612968
2227	492522	612779
2228	492750	612566
2229	492983	612360
2230	493207	612143
2231	493415	611906
2232	493636	611684
2233	493856	611462
2234	494093	611260
2235	494326	611054
2236	494544	610830
2237	494766	610609
2238	494969	610366
2239	495179	610131
2240	495403	609913
2241	495639	609711
2242	495863	609494
2243	496078	609265
2244	496299	609044
2245	496512	608813
2246	496742	608603
2247	496952	608368
2248	497155	608125
2249	497373	607900
2250	497572	607653
2251	497784	607420
2252	498006	607200
2253	498231	606984
2254	498471	606786
2255	498678	606548
2256	498907	606337
2257	499124	606111
2258	499340	605884
2259	499559	605660
2260	499761	605417
2261	499977	605189
2262	500207	604979
2263	500433	604764
2264	500659	604549
2265	500865	604309
2266	501072	604071
2267	501322	603886
2268	501561	603686
2269	501790	603474
2270	501991	603230
2271	502216	603013
2272	502415	602765
2273	502645	602555
2274	502851	602316
2275	503051	602070
2276	503300	601883
2277	503534	601676
2278	503767	601470
2279	503997	601259
2280	504210	601029
2281	504426	600802
2282	504651	600586
2283	504855	600344
2284	505090	600140
2285	505306	599912
2286	505522	599686
2287	505748	599471
2288	505955	599233
2289	506171	599006
2290	506386	598777
2291	506592	598539
2292	506822	598328
2293	507037	598101
2294	507236	597853
2295	507462	597638
2296	507678	597411
2297	507891	597181
2298	508095	596940
2299	508307	596708
2300	508547	596509
2301	508773	596294
2302	509005	596087
2303	509207	595843
2304	509450	595647
2305	509653	595406
2306	509886	595199
2307	510113	594984
2308	510326	594754
2309	510550	594536
2310	510758	594301
2311	511005	594109
2312	511222	593884
2313	511426	593643
2314	511650	593425
2315	511855	593186
2316	512088	592979
2317	512306	592754
2318	512523	592529
2319	512740	592303
2320	512965	592086
2321	513194	591875
2322	513420	591660
2323	513632	591429
2324	513837	591189
2325	514046	590954
2326	514264	590729
2327	514485	590509
2328	514705	590286
2329	514910	590047
2330	515124	589818
2331	515357	589611
2332	515555	589364
2333	515773	589139
2334	516004	588929
2335	516219	588702
2336	516416	588454
2337	516646	588243
2338	516863	588017
2339	517076	587788
2340	517293	587562
2341	517507	587332
2342	517723	587106
2343	517949	586891
2344	518209	586714
2345	518420	586483
2346	518641	586261
2347	518850	586026
2348	519060	585793
2349	519283	585575
2350	519536	585389
2351	519754	585165
2352	519977	584947
2353	520183	584709
2354	520394	584477
2355	520645	584289
2356	520860	584062
2357	521097	583858
2358	521317	583636
2359	521521	583397
2360	521744	583178
2361	521941	582930
2362	522158	582704
2363	522371	582475
2364	522589	582250
2365	522800	582019
2366	523036	581814
2367	523244	581579
2368	523462	581354
2369	523669	581119
2370	523893	580901
2371	524134	580702
2372	524351	580476
2373	524552	580233
2374	524766	580004
2375	524990	579787
2376	525204	579559
2377	525418	579330
2378	525637	579107
2379	525863	578891
2380	526064	578648
2381	526288	578431
2382	526570	578277
2383	526806	578073
2384	527022	577846
2385	527252	577635
2386	527471	577411
2387	527699	577198
2388	527910	576966
2389	528120	576734
2390	528336	576508
2391	528556	576285
2392	528765	576051
2393	528984	575828
2394	529203	575605
2395	529427	575388
2396	529659	575178
2397	529863	574939
2398	530103	574738
2399	530321	574515
2400	530525	574275
2401	530737	574044
2402	530995	573863
2403	531240	573668
2404	531471	573458
2405	531695	573240
2406	531911	573014
2407	532116	572776
2408	532325	572542
2409	532548	572324
2410	532749	572081
2411	532959	571848
2412	533166	571612
2413	533387	571392
2414	533608	571171
2415	533828	570949
2416	534035	570712
2417	534263	570499
2418	534470	570263
2419	534690	570041
2420	534915	569825
2421	535128	569595
2422	535342	569367
2423	535550	569132
2424	535760	568900
2425	535973	568670
2426	536215	568472
2427	536416	568230
2428	536656	568029
2429	536896	567829
2430	537105	567594
2431	537329	567377
2432	537556	567162
2433	537802	566968
2434	538028	566752
2435	538295	566579
2436	538540	566384
2437	538768	566171
2438	539024	565986
2439	539292	565814
2440	539534	565616
2441	539795	565436
2442	540035	565235
2443	540274	565033
2444	540486	564803
2445	540713	564587
2446	540960	564394
2447	541186	564177
2448	541416	563965
2449	541632	563739
2450	541846	563511
2451	542059	563282
2452	542294	563075
2453	542507	562846
2454	542709	562605
2455	542915	562368
2456	543117	562127
2457	543337	561905
2458	543554	561680
2459	543766	561450
2460	543988	561230
2461	544197	560996
2462	544401	560757
2463	544620	560535
2464	544854	560327
2465	545074	560104
2466	545282	559870
2467	545485	559631
2468	545707	559411
2469	545953	559215
2470	546173	558993
2471	546380	558757
2472	546583	558518
2473	546797	558290
2474	547033	558084
2475	547278	557888
2476	547506	557674
2477	547715	557440
2478	547929	557212
2479	548163	557004
2480	548381	556780
2481	548582	556539
2482	548796	556310
2483	549021	556094
2484	549230	555860
2485	549461	555650
2486	549689	555435
2487	549895	555200
2488	550126	554989
2489	550354	554775
2490	550572	554550
2491	550776	554312
2492	550984	554078
2493	551228	553880
2494	551439	553649
2495	551659	553427
2496	551889	553215
2497	552100	552984
2498	552316	552758
2499	552525	552525
2500	552748	552306
2501	552983	552099
2502	553189	551862
2503	553406	551638
2504	553629	551419
2505	553836	551184
2506	554054	550960
2507	554293	550757
2508	554503	550525
2509	554714	550294
2510	554935	550073
2511	555152	549848
2512	555376	549630
2513	555593	549405
2514	555805	549175
2515	556034	548962
2516	556234	548720
2517	556468	548512
2518	556692	548294
2519	556916	548076
2520	557137	547855
2521	557338	547614
2522	557545	547380
2523	557778	547170
2524	557996	546947
2525	558198	546707
2526	558411	546478
2527	558623	546248
2528	558837	546021
2529	559063	545805
2530	559270	545570
2531	559467	545325
2532	559687	545104
2533	559912	544887
2534	560140	544672
2535	560349	544440
2536	560558	544207
2537	560800	544007
2538	561016	543781
2539	561218	543542
2540	561473	543354
2541	561684	543124
2542	561892	542889
2543	562133	542688
2544	562337	542451
2545	562564	542235
2546	562768	541998
2547	562983	541772
2548	563231	541577
2549	563448	541352
2550	563697	541158
2551	563912	540932
2552	564114	540692
2553	564330	540466
2554	564530	540226
2555	564740	539994
2556	564998	539809
2557	565206	539575
2558	565411	539339
2559	565616	539102
2560	565819	538864
2561	566058	538661
2562	566297	538457
2563	566502	538221
2564	566710	537988
2565	566934	537769
2566	567144	537539
2567	567377	537329
2568	567644	537151
2569	567851	536918
2570	568079	536703
2571	568289	536472
2572	568521	536261
2573	568764	536061
2574	569001	535856
2575	569235	535646
2576	569465	535434
2577	569678	535206
2578	569893	534979
2579	570097	534742
2580	570337	534539
2581	570547	534308
2582	570754	534074
2583	570982	533859
2584	571194	533630
2585	571404	533399
2586	571628	533181
2587	571865	532975
2588	572105	532771
2589	572327	532551
2590	572542	532325
2591	572749	532091
2592	572971	531871
2593	573183	531641
2594	573436	531451
2595	573640	531214
2596	573849	530981
2597	574050	530742
2598	574252	530504
2599	574488	530297
2600	574725	530090
2601	574935	529859
2602	575149	529632
2603	575363	529404
2604	575631	529227
2605	575853	529007
2606	576071	528783
2607	576297	528567
2608	576498	528328
2609	576725	528112
2610	576956	527900
2611	577175	527677
2612	577379	527441
2613	577577	527199
2614	577785	526967
2615	577999	526739
2616	578214	526513
2617	578428	526286
2618	578637	526053
2619	578838	525815
2620	579037	525574
2621	579260	525355
2622	579472	525126
2623	579673	524887
2624	579884	524657
2625	580099	524431
2626	580316	524206
2627	580533	523982
2628	580759	523766
2629	580959	523525
2630	581195	523318
2631	581405	523087
2632	581640	522880
2633	581854	522653
2634	582070	522427
2635	582285	522200
2636	582513	521987
2637	582732	521763
2638	582975	521563
2639	583186	521333
2640	583386	521093
2641	583596	520863
2642	583808	520634
2643	584041	520423
2644	584249	520191
2645	584452	519955
2646	584668	519729
2647	584897	519516
2648	585117	519294
2649	585337	519073
2650	585592	518881
2651	585823	518670
2652	586032	518438
2653	586243	518208
2654	586479	518001
2655	586711	517790
2656	586919	517558
2657	587146	517342
2658	587358	517113
2659	587574	516888
2660	587801	516673
2661	588007	516439
2662	588210	516203
2663	588447	515996
2664	588650	515759
2665	588877	515543
2666	589098	515323
2667	589308	515092
2668	589551	514891
2669	589752	514652
2670	589959	514419
2671	590185	514203
2672	590412	513987
2673	590621	513757
2674	590859	513550
2675	591060	513312
2676	591311	513118
2677	591537	512901
2678	591754	512677
2679	591974	512455
2680	592197	512236
2681	592423	512020
2682	592637	511792
2683	592856	511571
2684	593077	511349
2685	593300	511130
2686	593504	510895
2687	593751	510696
2688	594005	510504
2689	594219	510277
2690	594420	510039
2691	594628	509807
2692	594862	509598
2693	595078	509372
2694	595287	509141
2695	595532	508942
2696	595736	508706
2697	595951	508480
2698	596180	508266
2699	596403	508047
2700	596631	507832
2701	596833	507595
2702	597058	507377
2703	597280	507158
2704	597490	506928
2705	597701	506698
2706	597909	506467
2707	598114	506232
2708	598344	506019
2709	598582	505812
2710	598790	505581
2711	599016	505364
2712	599234	505141
2713	599460	504924
2714	599685	504707
2715	599901	504482
2716	600109	504251
2717	600339	504037
2718	600550	503808
2719	600768	503585
2720	600992	503367
2721	601208	503142
2722	601418	502912
2723	601630	502684
2724	601856	502467
2725	602108	502272
2726	602327	502049
2727	602539	501821
2728	602761	501601
2729	602997	501393
2730	603227	501180
2731	603456	500966
2732	603694	500759
2733	603930	500550
2734	604156	500334
2735	604392	500125
2736	604624	499913
2737	604846	499693
2738	605079	499483
2739	605307	499268
2740	605537	499054
2741	605797	498866
2742	606018	498644
2743	606244	498428
2744	606465	498207
2745	606687	497987
2746	606948	497799
2747	607198	497601
2748	607423	497384
2749	607694	497204
2750	607909	496979
2751	608160	496782
2752	608377	496557
2753	608606	496343
2754	608866	496154
2755	609096	495940
2756	609331	495731
2757	609540	495500
2758	609783	495297
2759	609991	495065
2760	610233	494861
2761	610464	494648
2762	610693	494433
2763	610914	494212
2764	611126	493984
2765	611334	493753
2766	611543	493522
2767	611767	493303
2768	611982	493078
2769	612194	492849
2770	612393	492611
2771	612604	492382
2772	612819	492155
2773	613068	491957
2774	613277	491726
2775	613502	491509
2776	613706	491274
2777	613915	491043
2778	614148	490832
2779	614361	490605
2780	614568	490373
2781	614775	490140
2782	614986	489911
2783	615195	489681
2784	615438	489478
2785	615660	489257
2786	615884	489039
2787	616090	488806
2788	616299	488575
2789	616516	488351
2790	616729	488124
2791	616958	487909
2792	617202	487706
2793	617407	487473
2794	617651	487270
2795	617892	487065
2796	618110	486842
2797	618322	486613
2798	618524	486378
2799	618730	486145
2800	618959	485930
2801	619170	485701
2802	619383	485474
2803	619589	485242
2804	619798	485011
2805	620021	484792
2806	620251	484578
2807	620487	484369
2808	620701	484142
2809	620914	483915
2810	621119	483682
2811	621366	483481
2812	621577	483252
2813	621808	483039
2814	622031	482820
2815	622247	482595
2816	622495	482395
2817	622711	482170
2818	622932	481949
2819	623145	481722
2820	623353	481491
2821	623560	481259
2822	623804	481056
2823	624013	480825
2824	624211	480587
2825	624431	480365
2826	624640	480135
2827	624872	479923
2828	625121	479724
2829	625330	479494
2830	625571	479288
2831	625796	479070
2832	626014	478847
2833	626240	478629
2834	626440	478393
2835	626673	478181
2836	626885	477952
2837	627095	477723
2838	627324	477509
2839	627528	477275
2840	627735	477043
2841	627939	476809
2842	628149	476580
2843	628362	476353
2844	628599	476144
2845	628820	475924
2846	629028	475693
2847	629240	475465
2848	629444	475231
2849	629656	475004
2850	629883	474787
2851	630115	474575
2852	630349	474364
2853	630570	474143
2854	630787	473919
2855	631026	473711
2856	631259	473500
2857	631468	473270
2858	631679	473041
2859	631917	472833
2860	632147	472618
2861	632371	472400
2862	632572	472164
2863	632789	471941
2864	633007	471717
2865	633222	471492
2866	633458	471282
2867	633657	471045
2868	633870	470818
2869	634083	470591
2870	634289	470359
2871	634528	470152
2872	634745	469928
2873	634974	469712
2874	635187	469486
2875	635393	469254
2876	635613	469032
2877	635845	468819
2878	636044	468583
2879	636255	468354
2880	636459	468121
2881	636692	467909
2882	636929	467699
2883	637142	467473
2884	637343	467238
2885	637560	467014
2886	637779	466791
2887	637996	466568
2888	638208	466340
2889	638421	466114
2890	638645	465895
2891	638865	465673
2892	639083	465450
2893	639306	465231
2894	639532	465014
2895	639742	464785
2896	639952	464556
2897	640170	464333
2898	640425	464137
2899	640648	463917
2900	640847	463681
2901	641069	463461
2902	641270	463226
2903	641490	463003
2904	641707	462780
2905	641938	462566
2906	642153	462342
2907	642372	462119
2908	642581	461890
2909	642808	461673
2910	643028	461451
2911	643238	461223
2912	643443	460990
2913	643667	460772
2914	643887	460550
2915	644108	460329
2916	644321	460103
2917	644536	459877
2918	644751	459653
2919	644977	459435
2920	645211	459224
2921	645435	459005
2922	645664	458790
2923	645867	458557
2924	646069	458322
2925	646301	458109
2926	646545	457905
2927	646753	457675
2928	647000	457472
2929	647222	457252
2930	647449	457035
2931	647674	456818
2932	647893	456596
2933	648114	456374
2934	648334	456153
2935	648541	455923
2936	648753	455695
2937	648981	455479
2938	649192	455251
2939	649418	455034
2940	649634	454810
2941	649867	454598
2942	650105	454389
2943	650304	454153
2944	650515	453925
2945	650739	453706
2946	650947	453476
2947	651164	453252
2948	651410	453049
2949	651642	452836
2950	651867	452618
2951	652086	452395
2952	652287	452161
2953	652516	451946
2954	652732	451721
2955	652965	451509
2956	653181	451285
2957	653403	451064
2958	653628	450846
2959	653849	450626
2960	654079	450411
2961	654284	450179
2962	654517	449967
2963	654769	449767
2964	654983	449541
2965	655201	449318
2966	655407	449087
2967	655612	448855
2968	655849	448645
2969	656091	448439
2970	656307	448215
2971	656514	447984
2972	656726	447758
2973	656941	447533
2974	657151	447304
2975	657368	447081
2976	657589	446860
2977	657796	446630
2978	658019	446410
2979	658254	446199
2980	658493	445990
2981	658698	445759
2982	658934	445548
2983	659150	445324
2984	659363	445098
2985	659584	444877
2986	659793	444648
2987	660026	444435
2988	660243	444211
2989	660454	443984
2990	660667	443758
2991	660898	443544
2992	661121	443325
2993	661349	443108
2994	661563	442883
2995	661771	442653
2996	662005	442441
2997	662228	442221
2998	662459	442007
2999	662661	441774
3000	662872	441546
3001	663096	441327
3002	663355	441132
3003	663571	440908
3004	663792	440687
3005	664019	440470
3006	664232	440244
3007	664457	440026
3008	664669	439799
3009	664889	439577
3010	665096	439347
3011	665307	439120
3012	665524	438897
3013	665750	438679
3014	665955	438448
3015	666156	438214
3016	666390	438002
3017	666596	437771
3018	666834	437562
3019	667055	437340
3020	667278	437121
3021	667489	436893
3022	667714	436675
3023	667994	436493
3024	668224	436278
3025	668456	436065
3026	668684	435848
3027	668912	435632
3028	669133	435411
3029	669362	435195
3030	669560	434960
3031	669768	434731
3032	669982	434505
3033	670185	434273
3034	670407	434052
3035	670617	433824
3036	670849	433611
3037	671046	433375
3038	671260	433149
3039	671473	432923
3040	671729	432725
3041	671952	432505
3042	672183	432291
3043	672405	432071
3044	672639	431858
3045	672866	431642
3046	673094	431425
3047	673304	431197
3048	673505	430963
3049	673718	430737
3050	673952	430525
3051	674172	430303
3052	674381	430075
3053	674593	429849
3054	674800	429619
3055	675015	429394
3056	675264	429191
3057	675496	428977
3058	675701	428746
3059	675908	428517
3060	676146	428307
3061	676371	428088
3062	676579	427859
3063	676811	427645
3064	677028	427422
3065	677239	427195
3066	677455	426971
3067	677699	426765
3068	677912	426539
3069	678126	426314
3070	678348	426094
3071	678555	425864
3072	678779	425645
3073	679012	425432
3074	679221	425203
3075	679420	424969
3076	679632	424742
3077	679860	424526
3078	680106	424321
3079	680331	424102
3080	680546	423877
3081	680753	423648
3082	680961	423419
3083	681179	423197
3084	681429	422994
3085	681647	422771
3086	681869	422551
3087	682080	422324
3088	682292	422098
3089	682526	421885
3090	682731	421654
3091	682960	421438
3092	683173	421213
3093	683409	421001
3094	683620	420774
3095	683835	420550
3096	684047	420323
3097	684258	420096
3098	684469	419869
3099	684710	419661
3100	684972	419465
3101	685190	419242
3102	685399	419014
3103	685618	418792
3104	685860	418584
3105	686089	418368
3106	686316	418151
3107	686534	417929
3108	686766	417714
3109	686995	417498
3110	687215	417277
3111	687448	417063
3112	687651	416832
3113	687861	416604
3114	688074	416378
3115	688277	416147
3116	688493	415923
3117	688717	415704
3118	688943	415486
3119	689150	415257
3120	689352	415024
3121	689570	414802
3122	689795	414584
3123	690001	414354
3124	690212	414127
3125	690445	413913
3126	690658	413688
3127	690877	413466
3128	691090	413240
3129	691331	413032
3130	691538	412802
3131	691752	412577
3132	691969	412354
3133	692198	412138
3134	692398	411905
3135	692614	411681
3136	692838	411462
3137	693049	411235
3138	693266	411012
3139	693473	410783
3140	693679	410554
3141	693927	410349
3142	694138	410122
3143	694356	409899
3144	694592	409688
3145	694801	409460
3146	695023	409240
3147	695226	409008
3148	695446	408787
3149	695682	408575
3150	695897	408350
3151	696113	408127
3152	696312	407893
3153	696515	407662
3154	696724	407434
3155	696960	407222
3156	697187	407005
3157	697396	406777
3158	697631	406565
3159	697844	406339
3160	698073	406123
3161	698269	405888
3162	698516	405682
3163	698723	405453
3164	698943	405232
3165	699173	405017
3166	699409	404805
3167	699635	404587
3168	699855	404365
3169	700061	404136
3170	700283	403916
3171	700500	403693
3172	700705	403463
3173	700922	403240
3174	701134	403014
3175	701356	402794
3176	701573	402570
3177	701792	402349
